Postcode,Dwelling Type,FQ_Sales_Price,Median_Sales_Price,TQ_Sales_Price,Mean_Sales_Price,Sales_No,Qtly_Median_Change,Annual_Median_Change,Qtly_Count_Change,Annual_Count_Change,Year,Quarter
2453,Non Strata,523,652,756,645,-,10.96%,-13.46%,10.00%,-8.33%,2023,Q2
2454,Total,750,975,1400,1142,33,-1.52%,-4.18%,57.14%,175.00%,2023,Q2
2454,Non Strata,750,975,1400,1142,33,-1.52%,-4.18%,57.14%,175.00%,2023,Q2
2455,Total,559,690,808,690,-,-24.59%,-15.34%,22.22%,-8.33%,2023,Q2
2455,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2455,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2456,Total,788,875,1042,918,43,3.55%,0.57%,-29.51%,-4.44%,2023,Q2
2456,Non Strata,790,877,1046,927,42,3.18%,0.23%,-20.75%,-2.33%,2023,Q2
2456,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2460,Total,403,485,659,525,94,8.99%,-0.31%,4.44%,-33.80%,2023,Q2
2460,Non Strata,410,488,660,528,92,8.57%,-2.50%,6.98%,-28.68%,2023,Q2
2460,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2462,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2462,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2463,Total,806,900,935,900,-,31.15%,15.02%,-26.47%,-40.48%,2023,Q2
2463,Non Strata,806,900,935,900,-,29.96%,15.02%,-24.24%,-40.48%,2023,Q2
2464,Total,677,805,972,870,44,4.55%,-13.02%,22.22%,15.79%,2023,Q2
2464,Non Strata,800,880,1140,978,-,7.65%,-13.73%,31.82%,7.41%,2023,Q2
2464,Strata,594,640,688,660,-,-10.49%,-1.54%,7.14%,36.36%,2023,Q2
2466,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2466,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2469,Total,286,487,904,599,-,23.29%,14.59%,27.27%,-6.67%,2023,Q2
2469,Non Strata,286,487,904,599,-,23.29%,14.59%,27.27%,-6.67%,2023,Q2
2470,Total,354,428,506,471,50,-2.84%,-19.34%,35.14%,-18.03%,2023,Q2
2470,Non Strata,385,430,518,490,45,-7.53%,-14.00%,40.63%,-6.25%,2023,Q2
2470,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2471,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2471,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2472,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2472,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2473,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2473,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2473,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2474,Total,450,590,674,618,-,16.83%,1.72%,-18.18%,-47.06%,2023,Q2
2474,Non Strata,450,590,674,618,-,16.83%,1.72%,-18.18%,-47.06%,2023,Q2
2476,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2476,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2477,Total,751,829,945,869,42,-3.07%,-11.84%,68.00%,20.00%,2023,Q2
2477,Non Strata,800,860,1100,938,33,-7.53%,-13.13%,65.00%,22.22%,2023,Q2
2477,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2478,Total,782,960,1310,1061,121,-3.52%,-21.95%,14.15%,37.50%,2023,Q2
2478,Non Strata,845,1212,1500,1235,70,3.11%,-13.31%,18.64%,45.83%,2023,Q2
2478,Strata,666,830,943,821,51,12.16%,-8.29%,8.51%,27.50%,2023,Q2
2479,Total,1906,2438,2950,3131,-,30.00%,-2.79%,55.56%,-22.22%,2023,Q2
2479,Non Strata,1906,2438,2950,3131,-,30.00%,-2.79%,55.56%,-22.22%,2023,Q2
2480,Total,275,485,650,515,220,-21.14%,-31.69%,45.70%,81.82%,2023,Q2
2480,Non Strata,270,505,665,522,205,-18.71%,-29.57%,48.55%,76.72%,2023,Q2
2480,Strata,375,395,470,412,-,-18.56%,-21.00%,15.38%,200.00%,2023,Q2
2481,Total,1250,1575,2334,1968,34,-12.01%,-16.22%,-26.09%,-42.37%,2023,Q2
2481,Non Strata,1525,1750,2378,2214,-,-23.91%,-34.15%,-24.00%,-47.22%,2023,Q2
2481,Strata,950,1120,1928,1655,-,6.67%,-8.57%,-28.57%,-34.78%,2023,Q2
2482,Total,910,1100,1265,1203,-,1.85%,-12.00%,222.22%,222.22%,2023,Q2
2482,Non Strata,910,1100,1265,1203,-,0.92%,-12.00%,262.50%,222.22%,2023,Q2
2483,Total,950,1175,1480,1164,37,-2.08%,-16.67%,5.71%,-5.13%,2023,Q2
2483,Non Strata,950,1205,1495,1197,34,-4.74%,-30.35%,30.77%,17.24%,2023,Q2
2483,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2484,Total,650,800,930,867,85,-8.57%,-10.61%,46.55%,57.41%,2023,Q2
2484,Non Strata,689,830,971,913,76,-5.95%,-9.54%,40.74%,46.15%,2023,Q2
2484,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2485,Total,608,815,959,844,79,19.85%,9.40%,-17.71%,-11.24%,2023,Q2
2485,Non Strata,848,1050,1185,1079,-,-20.00%,-2.10%,35.00%,-3.57%,2023,Q2
2485,Strata,540,693,871,722,52,10.44%,10.88%,-31.58%,-14.75%,2023,Q2
2486,Total,720,830,963,857,137,-0.84%,-2.35%,37.00%,-6.80%,2023,Q2
2486,Non Strata,826,925,1021,958,90,2.21%,-9.47%,34.33%,7.14%,2023,Q2
2486,Strata,573,635,738,662,47,2.42%,-5.93%,42.42%,-25.40%,2023,Q2
2487,Total,820,1303,1845,1442,74,0.23%,-3.48%,8.82%,-5.13%,2023,Q2
2487,Non Strata,1653,1933,2320,2088,34,4.04%,-0.90%,6.25%,-2.86%,2023,Q2
2487,Strata,679,835,1151,893,40,3.41%,-1.18%,11.11%,-6.98%,2023,Q2
2488,Total,760,875,1308,1002,-,0.00%,-27.69%,7.14%,15.38%,2023,Q2
2488,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2488,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2489,Total,925,1145,1273,1157,-,3.15%,-10.20%,25.00%,20.00%,2023,Q2
2489,Non Strata,1200,1250,1330,1343,-,0.60%,-21.26%,6.25%,6.25%,2023,Q2
2489,Strata,825,900,945,914,-,25.87%,-4.10%,62.50%,44.44%,2023,Q2
2490,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2490,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2500,Total,649,800,1006,907,192,0.00%,0.95%,14.97%,-6.34%,2023,Q2
2500,Non Strata,931,1213,1432,1250,48,14.39%,1.04%,-4.00%,-21.31%,2023,Q2
2500,Strata,598,710,850,793,144,2.16%,1.43%,23.08%,0.00%,2023,Q2
2502,Total,671,755,850,758,39,3.42%,-7.93%,25.81%,11.43%,2023,Q2
2502,Non Strata,680,769,850,775,36,3.89%,-9.02%,24.14%,9.09%,2023,Q2
2502,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2505,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2505,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2505,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2506,Total,665,740,805,751,-,1.72%,3.02%,5.56%,5.56%,2023,Q2
2506,Non Strata,665,740,805,751,-,1.72%,3.02%,5.56%,5.56%,2023,Q2
2508,Total,1094,1170,1343,1291,-,4.76%,-10.00%,12.50%,-18.18%,2023,Q2
2508,Non Strata,1133,1200,1363,1363,-,4.12%,-12.41%,15.00%,-11.54%,2023,Q2
2508,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2515,Total,1103,1620,1928,1589,-,-2.99%,-15.40%,-21.21%,-25.71%,2023,Q2
2515,Non Strata,1715,1920,2230,1981,-,8.47%,-8.35%,-42.31%,-50.00%,2023,Q2
2515,Strata,965,1100,1210,1055,-,28.65%,2.23%,57.14%,120.00%,2023,Q2
2516,Total,1100,1500,2200,1660,-,-0.99%,-13.04%,110.00%,16.67%,2023,Q2
2516,Non Strata,1400,1661,2400,1800,-,4.47%,-3.71%,88.89%,-5.56%,2023,Q2
2516,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2517,Total,913,1145,1459,1207,47,0.44%,-14.23%,4.44%,17.50%,2023,Q2
2517,Non Strata,1130,1380,1625,1424,-,-1.43%,-2.82%,0.00%,7.41%,2023,Q2
2517,Strata,726,768,1000,857,-,-0.32%,-17.03%,12.50%,38.46%,2023,Q2
2518,Total,685,925,1225,997,75,-6.57%,10.61%,27.12%,7.14%,2023,Q2
2518,Non Strata,980,1158,1488,1212,46,0.87%,2.21%,27.78%,27.78%,2023,Q2
2518,Strata,580,650,728,655,-,-11.08%,-10.96%,26.09%,-14.71%,2023,Q2
2519,Total,775,945,1055,917,45,5.12%,-14.86%,-18.18%,-35.71%,2023,Q2
2519,Non Strata,949,1030,1163,1014,-,-10.43%,-15.57%,-27.27%,-48.94%,2023,Q2
2519,Strata,700,802,920,808,-,17.94%,-2.20%,-4.55%,-8.70%,2023,Q2
2525,Total,893,1030,1306,1113,-,15.73%,5.64%,14.29%,-17.24%,2023,Q2
2525,Non Strata,893,1030,1306,1113,-,13.19%,3.00%,33.33%,0.00%,2023,Q2
2526,Total,820,943,1175,1023,37,9.18%,-0.21%,-2.63%,-24.49%,2023,Q2
2526,Non Strata,831,954,1185,1030,36,7.95%,0.42%,0.00%,-23.40%,2023,Q2
2526,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2527,Total,711,797,919,827,102,0.95%,-5.06%,13.33%,-7.27%,2023,Q2
2527,Non Strata,776,841,971,874,78,3.16%,-3.36%,8.33%,-12.36%,2023,Q2
2527,Strata,640,671,722,674,-,-0.56%,-4.18%,33.33%,14.29%,2023,Q2
2528,Total,678,765,876,806,83,4.08%,-8.16%,40.68%,23.88%,2023,Q2
2528,Non Strata,699,793,901,812,64,2.52%,-7.31%,48.84%,25.49%,2023,Q2
2528,Strata,531,650,760,788,-,-0.76%,-4.20%,18.75%,18.75%,2023,Q2
2529,Total,774,925,1195,976,92,-3.75%,-5.13%,-4.17%,-14.02%,2023,Q2
2529,Non Strata,893,1132,1250,1077,63,7.81%,-4.07%,-12.50%,-10.00%,2023,Q2
2529,Strata,680,735,850,757,-,-6.37%,-5.16%,20.83%,-21.62%,2023,Q2
2530,Total,700,768,865,794,104,-0.32%,-4.95%,9.47%,-14.05%,2023,Q2
2530,Non Strata,708,788,880,805,90,-1.56%,-4.83%,9.76%,-15.09%,2023,Q2
2530,Strata,700,717,770,721,-,16.50%,9.39%,7.69%,-6.67%,2023,Q2
2533,Total,955,1180,1615,1322,61,-11.94%,-21.33%,8.93%,-18.67%,2023,Q2
2533,Non Strata,1110,1280,1713,1476,41,-5.19%,-17.95%,13.89%,-30.51%,2023,Q2
2533,Strata,754,890,1021,1006,-,-20.00%,2.06%,0.00%,25.00%,2023,Q2
2534,Total,1300,1518,2063,1695,-,-28.67%,-20.34%,120.00%,22.22%,2023,Q2
2534,Non Strata,1300,1518,2063,1695,-,-28.67%,-23.36%,120.00%,37.50%,2023,Q2
2535,Total,879,1075,1450,1357,-,-30.54%,-34.24%,8.33%,-18.75%,2023,Q2
2535,Non Strata,872,1113,1500,1375,-,-31.96%,-36.79%,19.05%,-10.71%,2023,Q2
2535,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2536,Total,612,755,910,784,101,-3.14%,-4.13%,-8.18%,-17.21%,2023,Q2
2536,Non Strata,698,825,930,842,71,1.23%,-4.62%,-21.11%,-28.28%,2023,Q2
2536,Strata,516,601,744,647,-,4.07%,0.17%,50.00%,30.43%,2023,Q2
2537,Total,739,865,1032,895,54,1.23%,-1.59%,12.50%,-11.48%,2023,Q2
2537,Non Strata,763,900,1034,918,50,-4.81%,-5.07%,13.64%,-3.85%,2023,Q2
2537,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2538,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2538,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2539,Total,720,890,1188,969,71,4.71%,-2.73%,-26.80%,-38.26%,2023,Q2
2539,Non Strata,724,900,1195,984,67,4.65%,-3.49%,-25.56%,-37.96%,2023,Q2
2539,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2540,Total,640,774,1003,873,208,-1.46%,-10.58%,-3.26%,1.46%,2023,Q2
2540,Non Strata,663,788,1029,896,190,-0.79%,-10.00%,-5.94%,-4.04%,2023,Q2
2540,Strata,538,593,622,632,-,-0.42%,-18.28%,38.46%,157.14%,2023,Q2
2541,Total,590,675,760,733,109,5.47%,-2.88%,34.57%,-18.66%,2023,Q2
2541,Non Strata,625,680,770,693,90,4.62%,-3.55%,23.29%,-23.08%,2023,Q2
2541,Strata,561,590,653,925,-,24.87%,0.85%,137.50%,11.76%,2023,Q2
2546,Total,700,790,891,793,48,-10.23%,-18.13%,-9.43%,6.67%,2023,Q2
2546,Non Strata,748,821,928,839,36,-10.76%,-19.75%,-18.18%,-10.00%,2023,Q2
2546,Strata,444,709,784,654,-,2.01%,57.56%,33.33%,140.00%,2023,Q2
2548,Total,567,813,940,814,42,6.73%,28.97%,-12.50%,-42.47%,2023,Q2
2548,Non Strata,838,940,1030,980,-,-4.08%,-5.05%,-11.54%,-14.81%,2023,Q2
2548,Strata,480,508,735,613,-,1.50%,-1.93%,-13.64%,-58.70%,2023,Q2
2549,Total,550,723,933,782,-,-39.79%,-11.35%,17.65%,11.11%,2023,Q2
2549,Non Strata,705,800,1134,842,-,-33.33%,-1.84%,-5.88%,-11.11%,2023,Q2
2549,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2550,Total,569,705,896,736,52,-9.32%,-2.08%,36.84%,-24.64%,2023,Q2
2550,Non Strata,573,705,909,740,50,-9.62%,-2.76%,35.14%,-24.24%,2023,Q2
2550,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2551,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2551,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2551,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2556,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2556,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2557,Total,900,1010,1083,1065,67,5.10%,-2.88%,36.73%,8.06%,2023,Q2
2557,Non Strata,931,1015,1109,1103,58,5.56%,-3.33%,23.40%,7.41%,2023,Q2
2557,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2558,Total,760,800,865,811,-,8.11%,-6.98%,-21.87%,-16.67%,2023,Q2
2558,Non Strata,760,800,865,811,-,8.11%,-7.51%,-19.35%,-10.71%,2023,Q2
2559,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2559,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2560,Total,570,740,840,726,277,-1.33%,-4.52%,15.42%,-0.72%,2023,Q2
2560,Non Strata,735,791,900,831,192,1.41%,-1.12%,9.09%,-11.52%,2023,Q2
2560,Strata,425,510,560,491,85,-4.67%,2.51%,32.81%,37.10%,2023,Q2
2564,Total,665,795,868,759,-,13.57%,10.72%,-30.77%,-28.95%,2023,Q2
2564,Non Strata,762,856,880,809,-,9.74%,4.07%,0.00%,5.00%,2023,Q2
2564,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2565,Total,750,847,965,861,90,4.18%,-3.26%,2.27%,-17.43%,2023,Q2
2565,Non Strata,802,870,995,936,73,-3.23%,-6.45%,8.96%,-14.12%,2023,Q2
2565,Strata,485,550,625,541,-,0.73%,1.85%,-19.05%,-29.17%,2023,Q2
2566,Total,775,860,959,1183,75,9.14%,2.06%,25.00%,-16.67%,2023,Q2
2566,Non Strata,790,874,976,1238,68,6.85%,1.63%,36.00%,-10.53%,2023,Q2
2566,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2567,Total,902,1059,1279,1124,110,9.65%,8.09%,-6.78%,-16.03%,2023,Q2
2567,Non Strata,904,1063,1283,1130,108,9.54%,4.17%,-5.26%,-14.29%,2023,Q2
2567,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2568,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2568,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2569,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2569,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2570,Total,904,1050,1215,1110,221,5.05%,1.94%,30.00%,11.06%,2023,Q2
2570,Non Strata,930,1065,1220,1135,209,4.41%,0.95%,30.62%,14.21%,2023,Q2
2570,Strata,550,635,740,667,-,-5.93%,3.25%,20.00%,-25.00%,2023,Q2
2571,Total,821,998,1288,1108,58,0.76%,-0.25%,28.89%,13.73%,2023,Q2
2571,Non Strata,850,1050,1318,1134,55,6.06%,2.94%,22.22%,14.58%,2023,Q2
2571,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2572,Total,904,950,1275,1119,-,11.11%,-12.64%,50.00%,-25.00%,2023,Q2
2572,Non Strata,904,950,1275,1119,-,11.11%,-12.64%,50.00%,-25.00%,2023,Q2
2573,Total,700,800,927,893,-,5.96%,0.31%,-29.63%,-50.00%,2023,Q2
2573,Non Strata,724,862,936,931,-,10.45%,0.17%,-26.09%,-45.16%,2023,Q2
2573,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2574,Total,825,1018,1204,1051,-,-9.76%,13.69%,0.00%,6.67%,2023,Q2
2574,Non Strata,868,1055,1208,1089,-,-6.43%,17.88%,-6.25%,0.00%,2023,Q2
2574,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2575,Total,834,1005,1401,1134,80,16.72%,8.06%,50.94%,9.59%,2023,Q2
2575,Non Strata,848,1025,1450,1164,75,19.05%,9.04%,41.51%,8.70%,2023,Q2
2575,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2576,Total,1000,1450,2100,1669,69,-13.95%,-19.44%,25.45%,-16.87%,2023,Q2
2576,Non Strata,1173,1625,2408,1858,54,-12.28%,-14.59%,17.39%,-23.94%,2023,Q2
2576,Strata,858,900,1108,987,-,4.65%,3.75%,66.67%,25.00%,2023,Q2
2577,Total,883,1130,1588,1383,67,-5.83%,-10.67%,9.84%,-6.94%,2023,Q2
2577,Non Strata,900,1140,1594,1396,66,-5.00%,-10.94%,11.86%,-7.04%,2023,Q2
2577,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2578,Total,893,900,1553,1141,-,-15.09%,-17.81%,0.00%,66.67%,2023,Q2
2578,Non Strata,893,900,1553,1141,-,-15.09%,-17.81%,0.00%,66.67%,2023,Q2
2579,Total,675,1143,1594,1268,-,41.40%,16.85%,20.00%,-25.00%,2023,Q2
2579,Non Strata,675,1143,1594,1268,-,41.40%,16.85%,20.00%,-25.00%,2023,Q2
2580,Total,543,625,750,655,139,-0.16%,-3.85%,32.38%,-7.95%,2023,Q2
2580,Non Strata,550,645,758,675,126,0.00%,-0.77%,31.25%,-7.35%,2023,Q2
2580,Strata,398,445,549,462,-,-4.81%,2.77%,44.44%,-13.33%,2023,Q2
2581,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2581,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2582,Total,693,750,974,816,42,-31.86%,-17.43%,68.00%,-16.00%,2023,Q2
2582,Non Strata,693,750,974,816,42,-33.38%,-19.86%,75.00%,-12.50%,2023,Q2
2583,Total,380,498,585,503,-,8.15%,-24.62%,14.29%,-11.11%,2023,Q2
2583,Non Strata,380,498,585,503,-,8.15%,-24.62%,14.29%,-11.11%,2023,Q2
2586,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2586,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2587,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2587,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2590,Total,345,405,505,433,-,-6.25%,15.71%,25.00%,-24.24%,2023,Q2
2590,Non Strata,345,405,505,433,-,-6.25%,15.71%,25.00%,-24.24%,2023,Q2
2594,Total,370,490,641,543,40,10.11%,11.36%,-23.08%,-20.00%,2023,Q2
2594,Non Strata,415,514,739,570,36,15.51%,16.82%,-30.77%,-28.00%,2023,Q2
2594,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2619,Total,785,960,1090,969,37,-2.04%,-18.30%,117.65%,32.14%,2023,Q2
2619,Non Strata,906,990,1138,1024,-,-0.80%,-16.81%,100.00%,15.38%,2023,Q2
2619,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2620,Total,513,718,882,744,187,10.38%,4.74%,27.21%,-25.50%,2023,Q2
2620,Non Strata,726,830,1050,901,118,-2.19%,-13.53%,55.26%,-9.92%,2023,Q2
2620,Strata,357,480,591,475,69,26.32%,28.00%,-2.82%,-42.50%,2023,Q2
2621,Total,975,1055,1250,1109,-,-4.09%,-12.63%,-21.87%,-21.87%,2023,Q2
2621,Non Strata,975,1055,1250,1109,-,-4.09%,-12.63%,-21.87%,-21.87%,2023,Q2
2622,Total,719,815,940,815,-,3.16%,9.40%,-40.00%,-40.00%,2023,Q2
2622,Non Strata,719,815,940,815,-,3.16%,9.40%,-40.00%,-40.00%,2023,Q2
2623,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2623,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2627,Total,730,920,1300,1064,-,15.00%,-38.30%,-21.62%,-23.68%,2023,Q2
2627,Non Strata,880,1420,1752,1332,-,9.23%,-14.20%,8.33%,-27.78%,2023,Q2
2627,Strata,698,838,996,847,-,27.86%,-18.87%,-36.00%,-20.00%,2023,Q2
2628,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2628,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2629,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2629,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2630,Total,508,578,730,615,46,1.76%,-4.55%,43.75%,-9.80%,2023,Q2
2630,Non Strata,508,578,730,615,46,1.76%,-4.55%,43.75%,-9.80%,2023,Q2
2631,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2631,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2632,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2632,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2640,Total,428,562,690,591,170,-2.68%,-1.40%,10.39%,-5.56%,2023,Q2
2640,Non Strata,492,603,730,639,140,-5.04%,-0.41%,11.11%,-10.83%,2023,Q2
2640,Strata,294,340,394,366,-,15.45%,-2.86%,7.14%,30.43%,2023,Q2
2641,Total,352,440,510,432,69,-1.79%,2.33%,-12.66%,-40.00%,2023,Q2
2641,Non Strata,416,455,541,468,50,-1.09%,-4.21%,-12.28%,-37.50%,2023,Q2
2641,Strata,265,328,357,337,-,8.26%,28.43%,-13.64%,-45.71%,2023,Q2
2642,Total,308,420,681,468,-,-2.33%,27.27%,20.00%,-5.26%,2023,Q2
2642,Non Strata,308,420,681,468,-,-2.33%,27.27%,20.00%,-5.26%,2023,Q2
2643,Total,405,410,486,452,-,-6.82%,-4.65%,114.29%,-28.57%,2023,Q2
2643,Non Strata,405,450,490,460,-,2.27%,1.24%,85.71%,-27.78%,2023,Q2
2643,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2644,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2644,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2646,Total,350,413,444,410,-,3.13%,3.13%,5.26%,-35.48%,2023,Q2
2646,Non Strata,370,415,474,424,-,3.75%,3.75%,-15.79%,-44.83%,2023,Q2
2646,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2647,Total,464,602,969,1108,-,-4.38%,-9.00%,45.45%,6.67%,2023,Q2
2647,Non Strata,568,875,2190,1402,-,29.15%,14.38%,37.50%,-8.33%,2023,Q2
2647,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2648,Total,220,285,380,313,-,-4.04%,5.56%,44.44%,8.33%,2023,Q2
2648,Non Strata,220,285,380,313,-,-4.04%,5.56%,44.44%,8.33%,2023,Q2
2650,Total,445,550,670,613,265,0.00%,6.80%,14.22%,-9.86%,2023,Q2
2650,Non Strata,469,556,679,589,228,-3.26%,4.95%,10.14%,-11.28%,2023,Q2
2650,Strata,315,405,600,761,37,20.18%,16.55%,48.00%,0.00%,2023,Q2
2651,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2651,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2652,Total,274,353,432,456,-,10.16%,-16.07%,50.00%,-5.26%,2023,Q2
2652,Non Strata,274,353,432,456,-,10.16%,-16.07%,50.00%,-5.26%,2023,Q2
2653,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2653,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2655,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2655,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2656,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2656,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2658,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2658,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2659,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2659,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2660,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2660,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2663,Total,333,395,505,437,-,23.44%,9.72%,26.67%,-26.92%,2023,Q2
2663,Non Strata,333,395,505,437,-,23.44%,9.72%,26.67%,-26.92%,2023,Q2
2665,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2665,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2666,Total,367,428,502,441,-,29.55%,6.88%,25.00%,-31.03%,2023,Q2
2666,Non Strata,367,428,502,441,-,29.55%,6.88%,25.00%,-31.03%,2023,Q2
2669,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2669,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2671,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2671,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2672,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2672,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2675,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2675,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2680,Total,410,508,626,528,78,-6.02%,-6.45%,44.44%,4.00%,2023,Q2
2680,Non Strata,435,527,648,548,70,-4.27%,-4.36%,34.62%,0.00%,2023,Q2
2680,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2700,Total,255,355,430,440,-,10.94%,21.37%,52.63%,31.82%,2023,Q2
2700,Non Strata,255,355,430,440,-,10.94%,21.37%,52.63%,31.82%,2023,Q2
2701,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2701,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2705,Total,265,385,445,388,33,23.79%,30.95%,-5.71%,-34.00%,2023,Q2
2705,Non Strata,287,390,445,400,-,14.36%,24.20%,0.00%,-31.82%,2023,Q2
2705,Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2706,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2706,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
2707,Total,-,-,-,-,-,-,-,-,-,2023,Q2
2707,Non Strata,-,-,-,-,-,-,-,-,-,2023,Q2
